Name,Location,Price,Area,Rooms,Interior,City,price,Property_type
Flat Theresiastraat 12 C,2593 AN Den Haag (Bezuidenhout-West),2200,92,3,1,Denhaag,2200,Apartment
Flat Walchersestraat,2583 NK Den Haag (Duindorp),2650,102,4,1,Denhaag,2650,Apartment
Flat Van Stolkweg 14 10,2585 JR Den Haag (Van Stolkpark en Scheveningse Bosjes),2650,130,3,1,Denhaag,2650,Apartment
Flat Breedstraat,2513 TT Den Haag (Kortenbos),2195,95,2,2,Denhaag,2195,Apartment
Flat Schoolstraat,2511 AW Den Haag (Kortenbos),2695,110,3,1,Denhaag,2695,Apartment
Flat Van de Spiegelstraat,2518 ET Den Haag (Zeeheldenkwartier),2500,105,3,1,Denhaag,2500,Apartment
Room Van der Woudendijk,2497 XT Den Haag (Waterbuurt),1050,16,1,2,Denhaag,1050,Room
House Laantje van Kempen 41,2548 LL Den Haag (Hoge Veld),3750,180,7,1,Denhaag,3750,House
Flat Noordeinde 62 D,2514 GK Den Haag (Voorhout),2750,79,2,2,Denhaag,2750,Apartment
Flat Waldeck Pyrmontkade,2518 JR Den Haag (Zeeheldenkwartier),2000,95,3,1,Denhaag,2000,Apartment
Flat Zodiakplein,2516 CH Den Haag (Binckhorst),2295,89,3,1,Denhaag,2295,Apartment
House Hamerstraat,2512 CX Den Haag (Zuidwal),2895,110,4,2,Denhaag,2895,House
Flat Eisenhowerlaan 158 C,2517 KP Den Haag (Statenkwartier),2500,38,2,1,Denhaag,2500,Apartment
Flat Eisenhowerlaan 158 B,2517 KP Den Haag (Statenkwartier),2450,36,1,1,Denhaag,2450,Apartment
Flat Eisenhowerlaan 158 A,2517 KP Den Haag (Statenkwartier),2500,47,1,1,Denhaag,2500,Apartment
House De Rijkstraat,2497 DS Den Haag (Singels),3195,131,4,2,Denhaag,3195,House
Flat 1e Lulofsdwarsstraat 16 K,2521 AZ Den Haag (Laakhaven-West),1842,79,3,1,Denhaag,1842,Apartment
Flat Calandkade 94,2521 AA Den Haag (Laakhaven-West),1772,76,3,1,Denhaag,1772,Apartment
Flat Rederserf,2586 KM Den Haag (Scheveningen Badplaats),2395,116,4,2,Denhaag,2395,Apartment
Flat Hofweg,2511 AA Den Haag (Voorhout),3250,180,4,1,Denhaag,3250,Apartment
Flat Benoordenhoutseweg 37 A,2596 BB Den Haag (Nassaubuurt),1900,91,3,1,Denhaag,1900,Apartment
House Groot Hertoginnelaan,2517 ES Den Haag (Bomenbuurt),4700,285,9,1,Denhaag,4700,House
Flat Frankenslag 73 B,2582 HE Den Haag (Statenkwartier),2150,120,2,2,Denhaag,2150,Apartment
Flat Denneweg 70 A,2514 CJ Den Haag (Voorhout),4500,195,5,1,Denhaag,4500,Apartment
Flat Carnegielaan 11,2517 KH Den Haag (Zorgvliet),2250,150,2,2,Denhaag,2250,Apartment
Flat Jacques Urlusstraat 147,2551 HB Den Haag (Waldeck-Noord),2500,101,4,1,Denhaag,2500,Apartment
Studio Soestdijksekade 450 kamer 2,2574 BX Den Haag (Rustenburg),882,20,1,2,Denhaag,882,Studio
House Jozef Israëlsplein 4,2596 AS Den Haag (Nassaubuurt),7000,264,8,1,Denhaag,7000,House
Flat Kasteellaan,2516 BJ Den Haag (Binckhorst),1508,75,2,1,Denhaag,1508,Apartment
Flat Prinsegracht 57 B,2512 EX Den Haag (Kortenbos),2250,102,2,1,Denhaag,2250,Apartment
Flat Nassauplein 20 A,2585 EC Den Haag (Archipelbuurt),3750,72,2,2,Denhaag,3750,Apartment
Flat Nassauplein 20,2585 EC Den Haag (Archipelbuurt),3500,65,2,2,Denhaag,3500,Apartment
Flat Westeinde,2512 GS Den Haag (Kortenbos),2895,95,3,2,Denhaag,2895,Apartment
House Athenesingel 30,2548 TH Den Haag (Lage Veld),2700,150,5,2,Denhaag,2700,House
Flat Nieuwe Parklaan,2587 BN Den Haag (Westbroekpark),2795,95,4,2,Denhaag,2795,Apartment
Flat Prinsegracht,2512 EX Den Haag (Kortenbos),1267,33,1,1,Denhaag,1267,Apartment
Flat Maanplein,2516 CK Den Haag (Binckhorst),1880,86,3,1,Denhaag,1880,Apartment
Flat Witte de Withstraat,2518 CT Den Haag (Zeeheldenkwartier),2650,75,3,2,Denhaag,2650,Apartment
Flat Hendrik van Deventerstraat,2563 XS Den Haag (Valkenboskwartier),2500,90,1,1,Denhaag,2500,Apartment
Flat Nassauplein 20 B,2585 EC Den Haag (Archipelbuurt),3250,60,2,2,Denhaag,3250,Apartment
Flat Boekweitkamp,2592 XT Den Haag (Kampen),2175,80,3,1,Denhaag,2175,Apartment
House Waterlandsingel 106,2548 ST Den Haag (Parkbuurt oosteinde),2850,177,4,2,Denhaag,2850,House
House Frankenslag 400,2582 JC Den Haag (Statenkwartier),7000,290,7,1,Denhaag,7000,House
Flat Prinsegracht,2512 EW Den Haag (Kortenbos),2550,115,3,2,Denhaag,2550,Apartment
Flat Grote Halstraat,2513 AX Den Haag (Kortenbos),2650,94,3,2,Denhaag,2650,Apartment
Flat Veenendaalkade,2547 AX Den Haag (Leyenburg),1394,59,3,1,Denhaag,1394,Apartment
Flat Monstersestraat,2512 PA Den Haag (Schildersbuurt-West),2395,90,4,2,Denhaag,2395,Apartment
Flat Dirk Hoogenraadstraat,2586 TL Den Haag (Scheveningen Badplaats),1949,78,3,2,Denhaag,1949,Apartment
Flat Maanplein,2516 CK Den Haag (Binckhorst),2200,107,4,1,Denhaag,2200,Apartment
Flat De Savornin Lohmanlaan,2566 AJ Den Haag (Bosjes van Pex),2195,127,5,2,Denhaag,2195,Apartment
House Boswinde 135,2496 WH Den Haag (Bosweide),4000,217,4,2,Denhaag,4000,House
Flat Oude Molstraat,2513 BB Den Haag (Kortenbos),2749,135,3,2,Denhaag,2749,Apartment
Flat Columbusstraat,2561 AT Den Haag (Koningsplein en omgeving),2895,154,5,2,Denhaag,2895,Apartment
Flat Van Bylandtstraat,2562 GG Den Haag (Koningsplein en omgeving),2395,100,3,2,Denhaag,2395,Apartment
Flat Thorbeckelaan,2564 CB Den Haag (Vruchtenbuurt),2499,185,7,1,Denhaag,2499,Apartment
House Van Diemenstraat,2518 VA Den Haag (Zeeheldenkwartier),3995,235,5,2,Denhaag,3995,House
Flat Westduinweg 126 B,2583 AC Den Haag (Vissershaven),2950,141,6,1,Denhaag,2950,Apartment
Flat Nieuwe Parklaan 147,2587 BS Den Haag (Rijslag),4500,230,4,2,Denhaag,4500,Apartment
House Alkmaarsestraat 18 A,2587 RN Den Haag (Belgisch Park),4250,187,6,1,Denhaag,4250,House
Flat Bagijnestraat 18 B,2511 CK Den Haag (Uilebomen),2750,108,3,1,Denhaag,2750,Apartment
Flat Bagijnestraat 16 B,2511 CK Den Haag (Uilebomen),2295,79,3,1,Denhaag,2295,Apartment
Flat Antonie Duyckstraat,2582 TJ Den Haag (Statenkwartier),4495,201,6,1,Denhaag,4495,Apartment
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),3295,40,2,2,Denhaag,3295,Apartment
Flat Plaats,2513 AD Den Haag (Voorhout),1995,90,3,1,Denhaag,1995,Apartment
House Kopvoornvijver 12,2492 ML Den Haag (De Vissen),3750,160,4,2,Denhaag,3750,House
Flat Van Hogenhoucklaan,2596 TA Den Haag (Arendsdorp),2650,94,3,2,Denhaag,2650,Apartment
Flat Witte de Withstraat,2518 CN Den Haag (Zeeheldenkwartier),2495,78,2,2,Denhaag,2495,Apartment
Flat Pahudstraat,2593 TH Den Haag (Bezuidenhout-Oost),1794,72,3,2,Denhaag,1794,Apartment
Flat Sophialaan 6 D,2514 JP Den Haag (Willemspark),5000,150,3,2,Denhaag,5000,Apartment
Flat Prinsestraat,2513 CB Den Haag (Kortenbos),2495,75,3,2,Denhaag,2495,Apartment
Flat Vondelstraat,2513 EX Den Haag (Zeeheldenkwartier),2995,90,4,1,Denhaag,2995,Apartment
Flat Joan Maetsuyckerstraat,2593 ZP Den Haag (Bezuidenhout-Oost),1694,85,2,2,Denhaag,1694,Apartment
Flat Pieterstraat,2513 BX Den Haag (Kortenbos),2100,80,2,2,Denhaag,2100,Apartment
Flat Thorbeckelaan 334 D,2564 BZ Den Haag (Rosenburg),2600,115,3,1,Denhaag,2600,Apartment
Flat Bezuidenhoutseweg,2594 AC Den Haag (Bezuidenhout-West),3495,149,4,1,Denhaag,3495,Apartment
Flat Zeekant,2586 JH Den Haag (Belgisch Park),4500,148,4,1,Denhaag,4500,Apartment
Flat Rederserf,2586 KM Den Haag (Scheveningen Badplaats),2495,116,4,2,Denhaag,2495,Apartment
Flat Kepplerstraat,2562 VV Den Haag (Koningsplein en omgeving),1750,70,3,2,Denhaag,1750,Apartment
Flat Dr. Lelykade 196,2583 CN Den Haag (Vissershaven),6000,153,6,1,Denhaag,6000,Apartment
House Van der Stoklaan,2493 BX Den Haag (De Lanen),2499,125,5,1,Denhaag,2499,House
Flat Suezkade,2517 CC Den Haag (Sweelinckplein en omgeving),3195,145,5,1,Denhaag,3195,Apartment
Flat Gevers Deynootweg,2586 BV Den Haag (Belgisch Park),2995,117,4,2,Denhaag,2995,Apartment
Flat Snelliusstraat,2517 RH Den Haag (Sweelinckplein en omgeving),3295,131,4,1,Denhaag,3295,Apartment
Flat Kazernestraat,2514 CS Den Haag (Voorhout),3750,138,3,1,Denhaag,3750,Apartment
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),2695,40,2,2,Denhaag,2695,Apartment
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),2700,40,2,2,Denhaag,2700,Apartment
House M. Vasalishof 10,2548 BC Den Haag (Erasmus Veld),3250,152,5,1,Denhaag,3250,House
Flat Van Alkemadelaan,2597 BL Den Haag (Duttendel),2099,95,3,2,Denhaag,2099,Apartment
Flat Badhuisweg,2587 CG Den Haag (Belgisch Park),2249,91,3,2,Denhaag,2249,Apartment
House Bakkersstraat,2513 TJ Den Haag (Kortenbos),4700,242,7,2,Denhaag,4700,House
Flat Valkenboskade 613,2563 JG Den Haag (Bomenbuurt),3500,193,5,2,Denhaag,3500,Apartment
Flat 2e Sweelinckstraat,2517 GW Den Haag (Stadhoudersplantsoen),2700,105,4,2,Denhaag,2700,Apartment
Flat Van der Heimstraat,2582 SB Den Haag (Statenkwartier),3750,130,4,1,Denhaag,3750,Apartment
Flat Riouwstraat 62 B,2585 HD Den Haag (Archipelbuurt),3750,160,4,1,Denhaag,3750,Apartment
House Vondelstraat,2513 EV Den Haag (Zeeheldenkwartier),3500,150,5,1,Denhaag,3500,House
Flat Westeinde,2512 HD Den Haag (Kortenbos),2190,60,3,1,Denhaag,2190,Apartment
House Van Beverningkstraat,2582 VE Den Haag (Statenkwartier),4975,226,8,1,Denhaag,4975,House
Flat Gentsestraat,2587 HT Den Haag (Belgisch Park),1950,65,3,2,Denhaag,1950,Apartment
Flat Copernicuslaan,2561 VA Den Haag (Valkenboskwartier),2895,155,5,1,Denhaag,2895,Apartment
Flat Zwolsestraat,2587 WD Den Haag (Belgisch Park),2295,100,3,2,Denhaag,2295,Apartment
Flat Usselincxstraat,2593 VJ Den Haag (Bezuidenhout-Oost),2995,140,6,2,Denhaag,2995,Apartment
House Paulus Potterstraat 56,2526 TD Den Haag (Schildersbuurt-Noord),2750,123,5,1,Denhaag,2750,House
Flat Bonistraat,2585 SZ Den Haag (Archipelbuurt),2295,80,3,2,Denhaag,2295,Apartment
Flat Oranjestraat,2514 JB Den Haag (Voorhout),2595,80,3,1,Denhaag,2595,Apartment
Flat Dr. Lelykade,2583 CP Den Haag (Vissershaven),3200,170,4,2,Denhaag,3200,Apartment
Flat Denneweg,2514 CG Den Haag (Voorhout),2550,115,3,1,Denhaag,2550,Apartment
Flat Kepplerstraat,2562 VX Den Haag (Valkenboskwartier),2295,90,3,1,Denhaag,2295,Apartment
Flat Anna Paulownastraat,2518 BD Den Haag (Zeeheldenkwartier),4800,183,4,1,Denhaag,4800,Apartment
Flat Grote Marktstraat 40,2511 BJ Den Haag (Zuidwal),2250,31,1,1,Denhaag,2250,Apartment
Flat Esmoreitplein 9,2531 EH Den Haag (Moerwijk-Noord),2750,168,6,1,Denhaag,2750,Apartment
Flat Wijnhaven 6,2511 GA Den Haag (Uilebomen),3600,30,1,2,Denhaag,3600,Apartment
Flat Schenkkade,2595 AT Den Haag (Bezuidenhout-Midden),3195,130,5,2,Denhaag,3195,Apartment
Flat Van Hogenhoucklaan,2596 TA Den Haag (Arendsdorp),3500,120,4,2,Denhaag,3500,Apartment
Flat Van den Boschstraat,2595 AH Den Haag (Bezuidenhout-West),2795,75,3,2,Denhaag,2795,Apartment
House Trezoriersdreef,2542 KP Den Haag (Dreven en Gaarden),2995,125,5,1,Denhaag,2995,House
Flat Elandstraat,2513 GL Den Haag (Zeeheldenkwartier),2795,75,3,2,Denhaag,2795,Apartment
Flat Vondelstraat,2513 EP Den Haag (Zeeheldenkwartier),2650,95,3,1,Denhaag,2650,Apartment
Flat Usselincxstraat,2593 VK Den Haag (Bezuidenhout-Oost),2595,75,3,2,Denhaag,2595,Apartment
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),2895,40,2,2,Denhaag,2895,Apartment
Flat Laan van Meerdervoort,2563 AN Den Haag (Bomenbuurt),1995,40,2,2,Denhaag,1995,Apartment
House Lippe-Biesterfeldweg,2552 EC Den Haag (Kom Loosduinen),3295,175,5,2,Denhaag,3295,House
House Gravin Margarethalaan 15 B,2553 GT Den Haag (Kraayenstein en Vroondaal),7950,424,7,1,Denhaag,7950,House
Studio Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),3000,30,1,2,Denhaag,3000,Studio
Flat Stadhoudersplantsoen,2517 JL Den Haag (Zorgvliet),5700,79,3,2,Denhaag,5700,Apartment
Flat Hellingweg 72 A,2583 WH Den Haag (Vissershaven),5800,170,4,2,Denhaag,5800,Apartment
House Anton Pieckhof,3544 MG Utrecht (Het Zand-West),3000,152,6,1,Utrecht,3000,House
Flat Gansstraat 153 B,3582 EG Utrecht (Watervogelbuurt),1650,60,2,0,Utrecht,1650,Apartment
Flat Zandhofsestraat 84 A,3572 GJ Utrecht (Wittevrouwen),1900,74,2,0,Utrecht,1900,Apartment
Flat Valetonlaan 17,3571 NA Utrecht (Tuindorp-Oost),1595,75,3,1,Utrecht,1595,Apartment
House Hopakker,3514 BV Utrecht (Vogelenbuurt),2450,76,2,2,Utrecht,2450,House
Flat Marmerplein,3572 CT Utrecht (Wittevrouwen),2795,88,4,2,Utrecht,2795,Apartment
House Schoolstraat,3581 PT Utrecht (Buiten Wittevrouwen),3750,180,6,1,Utrecht,3750,House
Flat Royaards van den Hamkade,3552 CL Utrecht (Ondiep),2250,68,3,1,Utrecht,2250,Apartment
Flat Louis Couperusstraat 12 B,"3532 CZ Utrecht (Nieuw Engeland, Th. a. Kempisplantsoen en omgeving)",2500,81,3,1,Utrecht,2500,Apartment
House Eligenstraat,3512 PT Utrecht (Lange Nieuwstraat en omgeving),3500,150,4,1,Utrecht,3500,House
Flat Potterstraat,"3512 TB Utrecht (Domplein, Neude, Janskerkhof)",1466,20,1,2,Utrecht,1466,Apartment
House Amerongseberg,3524 LM Utrecht (Lunetten-Noord),2500,102,3,1,Utrecht,2500,House
House Oudwijkerlaan,3581 TA Utrecht (Oudwijk),4375,136,4,2,Utrecht,4375,House
House Smalle Begijnestraat,3512 TZ Utrecht (Breedstraat en Plompetorengracht en omgeving),1610,75,2,2,Utrecht,1610,House
House Bekkerstraat,3572 SE Utrecht (Wittevrouwen),2500,98,4,1,Utrecht,2500,House
Flat Twellosebeeklaan,3521 DS Utrecht (Dichterswijk),1230,41,2,1,Utrecht,1230,Apartment
Flat Twellosebeeklaan,3521 DV Utrecht (Dichterswijk),1745,77,2,1,Utrecht,1745,Apartment
Flat Twellosebeeklaan,3521 DR Utrecht (Dichterswijk),1230,42,2,1,Utrecht,1230,Apartment
Studio Damstraat,3531 BP Utrecht (Lombok-Oost),700,20,1,2,Utrecht,700,Studio
Flat Eelderdiephof,3521 DK Utrecht (Dichterswijk),1760,63,2,1,Utrecht,1760,Apartment
Flat Twellosebeeklaan,3521 DT Utrecht (Dichterswijk),1515,65,2,1,Utrecht,1515,Apartment
Flat Jan van Scorelstraat,3583 CV Utrecht (Schildersbuurt),659,45,3,1,Utrecht,659,Apartment
Flat Wulpstraat 55,3582 AW Utrecht (Watervogelbuurt),1105,27,1,1,Utrecht,1105,Apartment
Flat Vader Rijndreef,3561 XA Utrecht (Taag- en Rubicondreef en omgeving),987,54,2,1,Utrecht,987,Apartment
Flat Heijermansstraat,"3532 EG Utrecht (Nieuw Engeland, Th. a. Kempisplantsoen en omgeving)",2050,80,4,1,Utrecht,2050,Apartment
Flat Herenweg,3513 CB Utrecht (Pijlsweerd-Zuid),2075,80,3,2,Utrecht,2075,Apartment
Flat Vleutenseweg,"3532 HX Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)",1900,66,2,2,Utrecht,1900,Apartment
Flat Burgemeester Reigerstraat,3581 KR Utrecht (Buiten Wittevrouwen),1840,55,2,1,Utrecht,1840,Apartment
Flat Jongeneelwerf,3513 DD Utrecht (Pijlsweerd-Zuid),2500,67,3,2,Utrecht,2500,Apartment
House Verlengde Hoogravenseweg,3525 BE Utrecht (Oud Hoograven-Zuid),2850,120,4,2,Utrecht,2850,House
Studio Ravenoord 151,3523 DB Utrecht (Tolsteeg en Rotsoord),975,21,1,2,Utrecht,975,Studio
Flat Amerikalaan,3526 VZ Utrecht (Kanaleneiland-Zuid),1900,67,2,1,Utrecht,1900,Apartment
Flat Hartingstraat,3511 HV Utrecht (Hooch Boulandt),2500,104,3,2,Utrecht,2500,Apartment
House Brigittenstraat,3512 KK Utrecht (Nieuwegracht-Oost),2150,51,3,1,Utrecht,2150,House
Flat Cobradreef,3564 ET Utrecht (Zambesidreef en omgeving),895,23,1,2,Utrecht,895,Apartment
Flat Von Kleistlaan,3533 BA Utrecht (Halve Maan-Noord),2300,105,3,1,Utrecht,2300,Apartment
Flat Prinses Ireneplateau,3554 HW Utrecht (Schaakbuurt en omgeving),1895,59,2,2,Utrecht,1895,Apartment
Flat Kanaalweg 95 5,3533 HH Utrecht (Oog in Al),1795,39,2,1,Utrecht,1795,Apartment
House Peter Schathof,"3533 HZ Utrecht (Welgelegen, Den Hommel)",3900,175,6,1,Utrecht,3900,House
Flat Broeder Alarmstraat,3523 TP Utrecht (Oud Hoograven-Noord),1850,78,3,1,Utrecht,1850,Apartment
Flat Johannes Camphuysstraat,3531 SG Utrecht (Lombok-West),1650,68,2,1,Utrecht,1650,Apartment
Flat Oudegracht 35 H,3511 AC Utrecht (Breedstraat en Plompetorengracht en omgeving),2200,62,2,1,Utrecht,2200,Apartment
Flat Centrumboulevard,3541 DK Utrecht (Leidsche Rijn-Centrum),2600,100,3,2,Utrecht,2600,Apartment
Flat Arthur van Schendelstraat,3511 MZ Utrecht (Hooch Boulandt),2395,80,4,1,Utrecht,2395,Apartment
Flat Twellosebeeklaan,3521 DS Utrecht (Dichterswijk),1775,83,3,1,Utrecht,1775,Apartment
Flat Achter Clarenburg,"3511 JH Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)",2120,70,2,1,Utrecht,2120,Apartment
Flat Minrebroederstraat,"3512 GS Utrecht (Domplein, Neude, Janskerkhof)",2350,49,2,2,Utrecht,2350,Apartment
Flat Broeder Alarmstraat,3523 TP Utrecht (Oud Hoograven-Noord),2350,65,3,1,Utrecht,2350,Apartment
Studio Kanaalstraat,3531 CH Utrecht (Lombok-West),650,25,2,2,Utrecht,650,Studio
Flat Brugsteeg,3582 AZ Utrecht (Watervogelbuurt),2250,60,2,1,Utrecht,2250,Apartment
House Augusto Sandinostraat 148,3573 ZG Utrecht (Voordorp en Voorveldsepolder),2495,135,6,1,Utrecht,2495,House
Flat Leidseweg,3531 BE Utrecht (Leidseweg en omgeving),2250,68,3,1,Utrecht,2250,Apartment
Flat Taagdreef,3561 VL Utrecht (Taag- en Rubicondreef en omgeving),987,63,2,1,Utrecht,987,Apartment
Flat Veilinghavenkade,3521 AT Utrecht (Dichterswijk),2495,90,3,0,Utrecht,2495,Apartment
Room Damstraat,3531 BR Utrecht (Lombok-Oost),475,18,1,1,Utrecht,475,Room
Flat Battutalaan 679,3526 VT Utrecht (Kanaleneiland-Zuid),1950,71,2,2,Utrecht,1950,Apartment
Flat Nieuwegracht,3512 LS Utrecht (Nieuwegracht-Oost),2395,78,2,2,Utrecht,2395,Apartment
House Iepstraat,3581 LL Utrecht (Oudwijk),2175,68,3,2,Utrecht,2175,House
Flat Voorstraat,3512 AJ Utrecht (Breedstraat en Plompetorengracht en omgeving),2495,92,2,1,Utrecht,2495,Apartment
Flat Vleutenseweg,"3532 HX Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)",2310,105,3,2,Utrecht,2310,Apartment
Flat Smakkelaarsveld,3511 EB Utrecht (Hoog-Catharijne NS en Jaarbeurs),3000,82,2,2,Utrecht,3000,Apartment
Flat Vleutenseweg,"3532 HH Utrecht (Nieuw Engeland, Th. a. Kempisplantsoen en omgeving)",860,23,1,2,Utrecht,860,Apartment
Flat Wenenpromenade 52,3541 DG Utrecht (Leidsche Rijn-Centrum),2350,68,3,1,Utrecht,2350,Apartment
Flat Jan van Foreeststraat,3521 TX Utrecht (Hoog-Catharijne NS en Jaarbeurs),1600,40,2,1,Utrecht,1600,Apartment
Flat Donkerstraat,"3511 KB Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)",1795,90,2,2,Utrecht,1795,Apartment
Flat Willem Barentszstraat,"3572 PJ Utrecht (Zeeheldenbuurt, Hengeveldstraat en omgeving)",1025,50,2,2,Utrecht,1025,Apartment
Room Amsterdamsestraatweg,3513 AK Utrecht (Pijlsweerd-Zuid),950,30,1,1,Utrecht,950,Room
House Merwedestraat,3522 XN Utrecht (Rivierenwijk),1950,64,4,1,Utrecht,1950,House
Studio Burgemeester Reigerstraat,3581 KV Utrecht (Oudwijk),950,30,2,2,Utrecht,950,Studio
Flat Van Vollenhovenlaan,3527 JD Utrecht (Transwijk-Noord),1830,100,4,1,Utrecht,1830,Apartment
Flat Maliebaan 71 2,3581 CG Utrecht (Buiten Wittevrouwen),2145,65,2,1,Utrecht,2145,Apartment
Flat Potterstraat,"3512 TB Utrecht (Domplein, Neude, Janskerkhof)",1356,23,1,2,Utrecht,1356,Apartment
Flat Oudenoord,3513 EX Utrecht (Pijlsweerd-Noord),1895,52,2,2,Utrecht,1895,Apartment
House Schelpstraat,3581 VR Utrecht (Oudwijk),1995,71,3,2,Utrecht,1995,House
House Hoogravenseweg,3523 TJ Utrecht (Oud Hoograven-Noord),2500,98,4,1,Utrecht,2500,House
Flat Korte Nieuwstraat,"3512 NM Utrecht (Domplein, Neude, Janskerkhof)",2300,94,4,2,Utrecht,2300,Apartment
Flat Wageningseberg,3524 LW Utrecht (Lunetten-Noord),2195,71,3,2,Utrecht,2195,Apartment
Flat Moskeeplein,3531 BX Utrecht (Lombok-Oost),2475,85,3,1,Utrecht,2475,Apartment
House Lippizanerstraat,3573 SP Utrecht (Voordorp en Voorveldsepolder),4250,198,5,2,Utrecht,4250,House
Flat Jansveld 25 C,"3512 BE Utrecht (Domplein, Neude, Janskerkhof)",2500,48,2,1,Utrecht,2500,Apartment
Flat Jansveld 25 H,"3512 BE Utrecht (Domplein, Neude, Janskerkhof)",3150,75,3,1,Utrecht,3150,Apartment
Flat Jansveld 25 D,"3512 BE Utrecht (Domplein, Neude, Janskerkhof)",2300,37,2,2,Utrecht,2300,Apartment
Flat Jansveld 25 B,"3512 BE Utrecht (Domplein, Neude, Janskerkhof)",2500,47,2,1,Utrecht,2500,Apartment
Flat Jansveld 25 G,"3512 BE Utrecht (Domplein, Neude, Janskerkhof)",2350,40,2,1,Utrecht,2350,Apartment
Flat Jansveld 25 F,"3512 BE Utrecht (Domplein, Neude, Janskerkhof)",2350,41,2,1,Utrecht,2350,Apartment
Flat Jansveld 25 J,"3512 BE Utrecht (Domplein, Neude, Janskerkhof)",2500,44,2,1,Utrecht,2500,Apartment
Flat Jansveld 23,"3512 BD Utrecht (Domplein, Neude, Janskerkhof)",2850,64,2,2,Utrecht,2850,Apartment
Flat Mgr. van de Weteringstraat,3581 EA Utrecht (Buiten Wittevrouwen),2800,94,3,1,Utrecht,2800,Apartment
Flat Hermannus Elconiusstraat 4 BS,3553 VD Utrecht (Julianapark en omgeving),2795,88,3,1,Utrecht,2795,Apartment
House Schimmelpennincklaan 44,3571 BJ Utrecht (Tuindorp en Van Lieflandlaan-West),3450,132,6,2,Utrecht,3450,House
Flat Plompetorengracht,3512 CC Utrecht (Breedstraat en Plompetorengracht en omgeving),1995,90,3,2,Utrecht,1995,Apartment
Flat Johannes de Bekastraat,3514 VL Utrecht (Tuinwijk-Oost),2250,83,3,2,Utrecht,2250,Apartment
Flat Eschersingel 62,3544 ML Utrecht (Het Zand-West),2495,78,3,2,Utrecht,2495,Apartment
Flat Heemstedelaan,3523 KE Utrecht (Nieuw Hoograven-Noord),1950,72,3,1,Utrecht,1950,Apartment
Flat Marnixlaan,3552 HK Utrecht (Geuzenwijk),2235,63,2,2,Utrecht,2235,Apartment
House Klaverstraat,3572 VC Utrecht (Wittevrouwen),2640,88,5,1,Utrecht,2640,House
Flat Bernadottelaan,3527 GB Utrecht (Kanaleneiland-Noord),2095,122,4,0,Utrecht,2095,Apartment
Flat Flamingostraat,3582 SW Utrecht (Watervogelbuurt),2300,85,3,2,Utrecht,2300,Apartment
House F. Koolhovenstraat,3555 VG Utrecht (Prins Bernhardplein en omgeving),2400,87,4,2,Utrecht,2400,House
House Van Lynden van Sandenburglaan,3571 BA Utrecht (Tuindorp en Van Lieflandlaan-West),2500,110,6,1,Utrecht,2500,House
Flat Hartingstraat,3511 HV Utrecht (Hooch Boulandt),2300,79,3,1,Utrecht,2300,Apartment
Flat Aquamarijnlaan,3523 EL Utrecht (Oud Hoograven-Noord),2195,73,3,1,Utrecht,2195,Apartment
Flat Europaplein 718,3526 WP Utrecht (Transwijk-Zuid),860,29,1,0,Utrecht,860,Apartment
Flat Willem Frederik Hermansstraat 390,3544 KP Utrecht (Het Zand-Oost),2450,102,4,2,Utrecht,2450,Apartment
Flat Hysophof,3544 BV Utrecht (Parkwijk-Zuid),2200,85,2,2,Utrecht,2200,Apartment
Flat Pretoriadreef,3564 BX Utrecht (Zambesidreef en omgeving),2650,108,3,1,Utrecht,2650,Apartment
Flat Bernadottelaan,3527 GB Utrecht (Kanaleneiland-Noord),1895,104,3,0,Utrecht,1895,Apartment
Flat Hoola van Nootenstraat 293,3521 HB Utrecht (Hoog-Catharijne NS en Jaarbeurs),2995,70,4,1,Utrecht,2995,Apartment
House Bataviastraat 88,"3531 XH Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)",2650,70,3,1,Utrecht,2650,House
Flat Marnixlaan,3552 HM Utrecht (Geuzenwijk),2150,72,3,1,Utrecht,2150,Apartment
Flat Jansdam 7,"3512 HA Utrecht (Domplein, Neude, Janskerkhof)",2250,82,3,0,Utrecht,2250,Apartment
Flat Vrouwe Justitiaplein,3511 EX Utrecht (Hooch Boulandt),2995,120,3,2,Utrecht,2995,Apartment
Flat Londenstraat,3541 CB Utrecht (Leidsche Rijn-Centrum),2150,67,2,1,Utrecht,2150,Apartment
House Markstraat,"3582 KL Utrecht (Abstede, Tolsteegsingel e.o.)",2295,65,3,2,Utrecht,2295,House
House Bentheimerstraat 3,3573 SX Utrecht (Voordorp en Voorveldsepolder),2450,90,4,1,Utrecht,2450,House
House Abel Tasmanstraat,3531 GV Utrecht (Lombok-West),2594,137,5,1,Utrecht,2594,House
