Name,Location,Price,Area,Rooms,Interior,City,price,Property_type
House Steenstraat,3572 SX Utrecht (Wittevrouwen),2595,110,4,2,Utrecht,2595,House
House Lauwerecht,3515 GR Utrecht (Lauwerecht),3150,100,4,2,Utrecht,3150,House
Flat Prinses Irenelaan 134,3554 HH Utrecht (Schaakbuurt en omgeving),2500,87,3,1,Utrecht,2500,Apartment
Flat Jo Wüthrichlaan,3526 XX Utrecht (Transwijk-Zuid),1950,85,3,1,Utrecht,1950,Apartment
Flat Eelderdiephof,3521 DL Utrecht (Dichterswijk),2500,95,3,1,Utrecht,2500,Apartment
Flat Breedstraat,3512 TS Utrecht (Breedstraat en Plompetorengracht en omgeving),4900,160,6,2,Utrecht,4900,Apartment
Flat San Marinostraat,3541 DS Utrecht (Leidsche Rijn-Centrum),2250,90,3,2,Utrecht,2250,Apartment
Flat Vossegatselaan,3583 RS Utrecht (Schildersbuurt),2350,104,4,1,Utrecht,2350,Apartment
Flat Asselijnstraat,3521 TB Utrecht (Dichterswijk),2450,95,3,1,Utrecht,2450,Apartment
Flat Adriaen van Ostadelaan,3583 AJ Utrecht (Schildersbuurt),1950,70,3,1,Utrecht,1950,Apartment
Flat Marnixstraat,1016 XX Amsterdam (Jordaan),2575,63,3,1,Amsterdam,2575,Apartment
Flat Maasstraat 99 2,1078 HG Amsterdam (Scheldebuurt),3000,85,3,2,Amsterdam,3000,Apartment
Flat Céramiquelaan,1031 KG Amsterdam (Noordelijke IJ-oevers-West),3765,117,4,2,Amsterdam,3765,Apartment
Flat Korte Meerhuizenstraat,1078 TL Amsterdam (IJselbuurt),2700,67,3,1,Amsterdam,2700,Apartment
Flat Gustav Mahlerlaan 23 L,1082 MK Amsterdam (Zuidas),2400,40,2,1,Amsterdam,2400,Apartment
Flat Kruysweerstraat,1096 GN Amsterdam (Omval/Overamstel),2450,60,2,1,Amsterdam,2450,Apartment
Flat Johannes Verhulststraat,1075 HC Amsterdam (Willemspark),3450,75,4,2,Amsterdam,3450,Apartment
Flat Reestraat 26 1,1016 DN Amsterdam (Grachtengordel-West),3000,55,2,1,Amsterdam,3000,Apartment
Flat Valeriusstraat,1075 GM Amsterdam (Willemspark),3350,85,3,2,Amsterdam,3350,Apartment
Flat Weteringschans 84 F,1017 XR Amsterdam (De Weteringschans),4750,135,3,2,Amsterdam,4750,Apartment
Flat Venetiëhof,1019 NA Amsterdam (Oostelijk Havengebied),2350,94,2,2,Amsterdam,2350,Apartment
Flat J.H. Hisgenpad 317,1025 WK Amsterdam (Elzenhagen),2300,67,3,1,Amsterdam,2300,Apartment
Flat Eerste Boerhaavestraat,1091 RZ Amsterdam (Weesperzijde),2450,52,2,2,Amsterdam,2450,Apartment
Flat Frans van Mierisstraat 96 2,1071 RZ Amsterdam (Museumkwartier),3250,68,3,2,Amsterdam,3250,Apartment
Flat Boerhaaveplein,1091 DS Amsterdam (Oosterparkbuurt),2400,90,3,2,Amsterdam,2400,Apartment
House Zennehof 23,1066 WT Amsterdam (Sloten/Nieuw-Sloten),2750,120,4,2,Amsterdam,2750,House
Flat Preangerstraat 7 F,1095 GZ Amsterdam (Indische Buurt-Oost),1695,96,3,1,Amsterdam,1695,Apartment
Flat Laagte Kadijk,1018 BA Amsterdam (Oostelijke Eilanden/Kadijken),2450,50,2,2,Amsterdam,2450,Apartment
Flat Valkenburgerstraat,1011 NC Amsterdam (Nieuwmarkt/Lastage),3150,88,3,2,Amsterdam,3150,Apartment
Flat Elandsgracht,1016 TW Amsterdam (Jordaan),3250,115,3,2,Amsterdam,3250,Apartment
Flat Korte De Wittenstraat,1052 DG Amsterdam (Staatsliedenbuurt),2950,78,3,2,Amsterdam,2950,Apartment
Flat Rustenburgerstraat 408 4,1072 HH Amsterdam (Nieuwe Pijp),2850,72,2,2,Amsterdam,2850,Apartment
Flat Sarphatistraat,1018 GH Amsterdam (Weesperbuurt/Plantage),1800,61,2,1,Amsterdam,1800,Apartment
Flat Prinsengracht 630 A,1017 KT Amsterdam (De Weteringschans),1527,48,2,1,Amsterdam,1527,Apartment
Flat Vossiusstraat,1071 AE Amsterdam (Museumkwartier),3500,110,2,1,Amsterdam,3500,Apartment
Flat Alexander Boersstraat,1071 KV Amsterdam (Museumkwartier),2950,85,3,1,Amsterdam,2950,Apartment
Flat Van der Palmkade,1051 RL Amsterdam (Staatsliedenbuurt),3250,124,3,1,Amsterdam,3250,Apartment
Flat Sint Luciënsteeg,1012 PM Amsterdam (Burgwallen-Nieuwe Zijde),2675,51,2,1,Amsterdam,2675,Apartment
Flat Tweede Jan Steenstraat,1074 CM Amsterdam (Oude Pijp),2250,60,3,1,Amsterdam,2250,Apartment
Flat Vaartstraat,1075 RS Amsterdam (Schinkelbuurt),2500,70,3,1,Amsterdam,2500,Apartment
Flat Plantage Doklaan 49,1018 CM Amsterdam (Weesperbuurt/Plantage),3000,86,3,2,Amsterdam,3000,Apartment
Flat Karel Klinkenbergstraat 1 M,1061 AH Amsterdam (Overtoomse Veld),2650,76,3,2,Amsterdam,2650,Apartment
Flat Herengracht,1016 BW Amsterdam (Grachtengordel-West),3500,92,2,2,Amsterdam,3500,Apartment
Flat Joris van Andringastraat,1055 VV Amsterdam (Landlust),2950,90,4,2,Amsterdam,2950,Apartment
Flat Overtoom,1054 HH Amsterdam (Vondelparkbuurt),3750,160,4,2,Amsterdam,3750,Apartment
Flat Rustenburgerstraat,1073 GE Amsterdam (Nieuwe Pijp),2500,60,2,2,Amsterdam,2500,Apartment
Flat Kerkstraat,1017 GH Amsterdam (Grachtengordel-Zuid),3890,88,3,1,Amsterdam,3890,Apartment
Flat Vespuccistraat,1056 SL Amsterdam (Van Galenbuurt),2575,57,4,1,Amsterdam,2575,Apartment
Flat Titus van Rijnstraat 151,1058 GB Amsterdam (Westlandgracht),3450,91,4,1,Amsterdam,3450,Apartment
Flat Kloveniersburgwal,1012 CW Amsterdam (Burgwallen-Oude Zijde),2650,85,3,2,Amsterdam,2650,Apartment
Flat Mary van der Sluisstraat,1095 ME Amsterdam (Zeeburgereiland/Bovendiep),2450,78,3,2,Amsterdam,2450,Apartment
Flat Jacob Paffstraat,1069 PK Amsterdam (De Aker),1999,85,3,2,Amsterdam,1999,Apartment
Flat Cornelis Vermuydenstraat 5,1018 RN Amsterdam (Oostelijke Eilanden/Kadijken),2950,96,3,1,Amsterdam,2950,Apartment
Flat Boterdiepstraat 10 2,1079 SW Amsterdam (Rijnbuurt),2450,65,3,2,Amsterdam,2450,Apartment
Flat Crynssenstraat,1058 XV Amsterdam (Westindische Buurt),2650,80,5,1,Amsterdam,2650,Apartment
Flat Barcelonaplein 67,1019 LX Amsterdam (Oostelijk Havengebied),2700,75,3,2,Amsterdam,2700,Apartment
Flat Rhijnvis Feithstraat,1054 TW Amsterdam (Overtoomse Sluis),2225,59,2,2,Amsterdam,2225,Apartment
Flat Schoonboomstraat,1069 BG Amsterdam (Osdorp-Midden),2450,73,3,2,Amsterdam,2450,Apartment
Flat Spuistraat,1012 VA Amsterdam (Burgwallen-Nieuwe Zijde),2275,40,2,1,Amsterdam,2275,Apartment
Flat Jan Bernardusstraat,1091 TT Amsterdam (Weesperzijde),2700,48,3,2,Amsterdam,2700,Apartment
Flat Amazonenstraat,1076 LM Amsterdam (Stadionbuurt),2600,51,3,1,Amsterdam,2600,Apartment
Flat Albert Molhof,1031 JK Amsterdam (Noordelijke IJ-oevers-West),2500,87,3,2,Amsterdam,2500,Apartment
Flat Nassaukade,1053 LM Amsterdam (Da Costabuurt),2850,100,3,2,Amsterdam,2850,Apartment
Flat Veembroederhof,1019 HC Amsterdam (Oostelijk Havengebied),2400,100,2,2,Amsterdam,2400,Apartment
Flat Krooswijkhof,1083 JA Amsterdam (Buitenveldert-Oost),2900,101,4,2,Amsterdam,2900,Apartment
Flat Wim van Estlaan,1061 MK Amsterdam (De Kolenkit),2750,82,3,2,Amsterdam,2750,Apartment
Flat Ceintuurbaan,1072 EV Amsterdam (Oude Pijp),2325,30,2,1,Amsterdam,2325,Apartment
Flat Haarlemmerweg,1014 BL Amsterdam (Sloterdijk-West),2075,64,3,1,Amsterdam,2075,Apartment
Flat Haarlemmerweg,1014 BL Amsterdam (Sloterdijk-West),1960,63,3,1,Amsterdam,1960,Apartment
Flat Haarlemmerweg,1014 BL Amsterdam (Sloterdijk-West),2250,73,4,1,Amsterdam,2250,Apartment
Flat Noorderdwarsstraat,1017 TX Amsterdam (De Weteringschans),3300,76,3,1,Amsterdam,3300,Apartment
Flat Biesboschstraat,1078 MN Amsterdam (Scheldebuurt),2650,76,3,1,Amsterdam,2650,Apartment
Flat Jan Evertsenstraat,1061 XZ Amsterdam (Overtoomse Veld),2300,85,4,2,Amsterdam,2300,Apartment
Flat Galastraat,1036 LA Amsterdam (Tuindorp Oostzaan),2800,82,3,2,Amsterdam,2800,Apartment
House J.S. Ruppertstraat,1069 KJ Amsterdam (Osdorp-Midden),3500,140,4,2,Amsterdam,3500,House
Flat Ridderspoorweg,1032 LL Amsterdam (Noordelijke IJ-oevers-West),2000,45,2,2,Amsterdam,2000,Apartment
Flat Admiraal De Ruijterweg 354 A H,1055 NA Amsterdam (Landlust),1967,141,3,1,Amsterdam,1967,Apartment
Flat Derde Helmersstraat 74 2,1054 BL Amsterdam (Helmersbuurt),2500,67,2,2,Amsterdam,2500,Apartment
Flat Nieuwe Laan,1068 CA Amsterdam (Osdorp-Oost),2294,85,3,2,Amsterdam,2294,Apartment
Flat Van Oldenbarneveldtstraat,1052 KC Amsterdam (Frederik Hendrikbuurt),2750,80,3,1,Amsterdam,2750,Apartment
Flat Ottho Heldringstraat,1066 XT Amsterdam (Slotervaart-Zuid),3250,163,6,1,Amsterdam,3250,Apartment
Flat Linnaeuskade 26 H,1098 BG Amsterdam (Middenmeer),3000,140,5,1,Amsterdam,3000,Apartment
Flat Ceintuurbaan 73 4,1072 EW Amsterdam (Oude Pijp),2650,79,3,2,Amsterdam,2650,Apartment
Flat Delflandplein 56,1062 HT Amsterdam (Westlandgracht),2100,88,4,1,Amsterdam,2100,Apartment
Flat Tolstraat,1073 SE Amsterdam (Zuid Pijp),3000,78,3,2,Amsterdam,3000,Apartment
Flat Van Nijenrodeweg,1082 JL Amsterdam (Buitenveldert-West),2550,85,3,2,Amsterdam,2550,Apartment
Flat Badhuiskade 223,1031 KV Amsterdam (Noordelijke IJ-oevers-West),2350,49,2,2,Amsterdam,2350,Apartment
Flat Alexander Boersstraat,1071 KZ Amsterdam (Museumkwartier),2750,80,2,2,Amsterdam,2750,Apartment
Flat Eerste Helmersstraat,1054 ER Amsterdam (Overtoomse Sluis),5350,117,4,2,Amsterdam,5350,Apartment
Studio Kinkerstraat,1053 GA Amsterdam (Bellamybuurt),1500,40,2,2,Amsterdam,1500,Studio
Flat Willem Augustinstraat 275,1061 MJ Amsterdam (De Kolenkit),1850,126,4,1,Amsterdam,1850,Apartment
Flat Admiraal De Ruijterweg,1055 MS Amsterdam (Landlust),2195,50,3,1,Amsterdam,2195,Apartment
Flat Sloterkade,1058 HN Amsterdam (Hoofddorppleinbuurt),3150,68,3,2,Amsterdam,3150,Apartment
Flat Jan van Galenstraat 666,1061 AZ Amsterdam (De Kolenkit),1831,64,3,1,Amsterdam,1831,Apartment
Flat Quellijnstraat 70 B,1072 XW Amsterdam (Oude Pijp),2149,54,2,1,Amsterdam,2149,Apartment
Flat Haparandaweg 58,1013 BD Amsterdam (Houthavens),1592,44,1,1,Amsterdam,1592,Apartment
Flat Elizabeth Cady Stantonplein 122,1102 BL Amsterdam (Amsterdamse Poort e.o.),783,27,1,1,Amsterdam,783,Apartment
Flat August Allebéplein 718,1062 AC Amsterdam (Overtoomse Veld),862,29,1,1,Amsterdam,862,Apartment
Flat Pantograafstraat 64,1019 XX Amsterdam (Oostelijk Havengebied),2112,78,3,0,Amsterdam,2112,Apartment
Flat Uiterwaardenstraat,1079 DD Amsterdam (Scheldebuurt),3150,140,6,1,Amsterdam,3150,Apartment
Flat Elisabeth Wolffstraat,1053 TV Amsterdam (Bellamybuurt),2475,52,3,1,Amsterdam,2475,Apartment
Flat Rustenburgerstraat,1073 GA Amsterdam (Nieuwe Pijp),2850,77,2,1,Amsterdam,2850,Apartment
Flat Woestduinstraat,1058 SX Amsterdam (Hoofddorppleinbuurt),2475,50,3,1,Amsterdam,2475,Apartment
Flat Bijlmerplein 858 K 10,1102 ME Amsterdam (Amsterdamse Poort e.o.),1600,56,2,1,Amsterdam,1600,Apartment
Flat Eendrachtstraat 20 2,1078 XZ Amsterdam (Scheldebuurt),1995,68,1,1,Amsterdam,1995,Apartment
Flat Elzenhagensingel 158,1022 LA Amsterdam (Elzenhagen),1706,53,2,1,Amsterdam,1706,Apartment
Flat Ombilinstraat 20,1094 NV Amsterdam (Indische Buurt-West),2450,89,3,2,Amsterdam,2450,Apartment
Flat Valkenstein,1082 BN Amsterdam (Buitenveldert-West),860,75,4,1,Amsterdam,860,Apartment
Flat Bernard Loderstraat 157,1063 PG Amsterdam (Slotermeer-West),1510,75,3,1,Amsterdam,1510,Apartment
Flat Reinier Claeszenstraat 27 2,1056 WD Amsterdam (Geuzenbuurt),3000,72,3,1,Amsterdam,3000,Apartment
Flat Kinderdijkstraat,1079 GN Amsterdam (Rijnbuurt),2500,65,2,1,Amsterdam,2500,Apartment
Flat Stuyvesantstraat,1058 AK Amsterdam (Westindische Buurt),2800,50,3,1,Amsterdam,2800,Apartment
Flat Oostenburgermiddenstraat,1018 LH Amsterdam (Oostelijke Eilanden/Kadijken),1272,45,2,1,Amsterdam,1272,Apartment
Flat Alexander Boersstraat,1071 KV Amsterdam (Museumkwartier),4750,135,3,1,Amsterdam,4750,Apartment
Flat Karspeldreef,1101 CK Amsterdam (Amstel III/Bullewijk),1306,50,2,1,Amsterdam,1306,Apartment
Flat De Liefde 1,1052 MZ Amsterdam (Da Costabuurt),2400,87,3,0,Amsterdam,2400,Apartment
Flat Theodorus Majofskistraat,1065 SR Amsterdam (Slotervaart-Zuid),1850,73,4,1,Amsterdam,1850,Apartment
Flat Van Woustraat 115 1,1074 AH Amsterdam (Nieuwe Pijp),2600,53,2,1,Amsterdam,2600,Apartment
Flat Rubensstraat,1077 MT Amsterdam (Apollobuurt),5250,175,6,1,Amsterdam,5250,Apartment
Flat Sporadenlaan,1060 MN Amsterdam (De Aker),1875,52,2,2,Amsterdam,1875,Apartment
Flat Bestevâerstraat,1056 HE Amsterdam (Geuzenbuurt),2650,77,3,2,Amsterdam,2650,Apartment
Flat De Lairessestraat 172 F,1075 HM Amsterdam (Willemspark),4000,106,3,1,Amsterdam,4000,Apartment
Flat Overtoom,1054 LN Amsterdam (Overtoomse Sluis),2700,93,4,1,Amsterdam,2700,Apartment
Flat Galjootstraat 150,1086 VE Amsterdam (IJburg-West),2450,79,3,2,Amsterdam,2450,Apartment
Flat Griseldestraat 17 H,1055 AR Amsterdam (Erasmuspark),3250,100,4,2,Amsterdam,3250,Apartment
Flat Krommertstraat,1056 TS Amsterdam (Geuzenbuurt),1825,30,1,1,Amsterdam,1825,Apartment
Flat Maarten Harpertszoon Trompstraat,1056 JA Amsterdam (Geuzenbuurt),3975,171,4,1,Amsterdam,3975,Apartment
Flat Amstelveenseweg,1075 VZ Amsterdam (Willemspark),2500,60,3,2,Amsterdam,2500,Apartment
Flat Rijnlandlaan,1062 MX Amsterdam (Westlandgracht),2650,89,3,1,Amsterdam,2650,Apartment
Flat Hortusplantsoen,1018 TZ Amsterdam (Weesperbuurt/Plantage),2450,72,3,2,Amsterdam,2450,Apartment
Flat Noorderstraat 71 C,1017 TT Amsterdam (De Weteringschans),2750,62,3,1,Amsterdam,2750,Apartment
Flat Nida Senffstraat,1095 MX Amsterdam (Zeeburgereiland/Bovendiep),2375,64,3,1,Amsterdam,2375,Apartment
Flat Valkhof,1082 VG Amsterdam (Buitenveldert-West),2350,70,3,2,Amsterdam,2350,Apartment
Flat Weteringschans,1017 XH Amsterdam (De Weteringschans),2850,120,5,1,Amsterdam,2850,Apartment
Flat Lange Leidsedwarsstraat,1017 NG Amsterdam (De Weteringschans),2850,76,2,0,Amsterdam,2850,Apartment
Flat Davisstraat 28 H,1057 TK Amsterdam (Hoofdweg e.o.),2400,70,3,2,Amsterdam,2400,Apartment
Flat Okeghemstraat,1075 PP Amsterdam (Willemspark),2450,57,3,1,Amsterdam,2450,Apartment
Flat Van Ollefenstraat 46,1065 LK Amsterdam (Slotervaart-Zuid),1875,80,3,1,Amsterdam,1875,Apartment
Flat Nassaukade,1054 AB Amsterdam (Helmersbuurt),3000,65,2,2,Amsterdam,3000,Apartment
Flat Willem Schoutenstraat,1057 DL Amsterdam (Hoofdweg e.o.),2495,100,3,2,Amsterdam,2495,Apartment
Flat Haringbuisdijk,1086 VA Amsterdam (IJburg-West),3750,115,3,2,Amsterdam,3750,Apartment
Flat Rijnstraat,1078 RB Amsterdam (IJselbuurt),4900,93,5,0,Amsterdam,4900,Apartment
Flat Nachtwachtlaan,1058 ES Amsterdam (Overtoomse Veld),1750,59,2,2,Amsterdam,1750,Apartment
Flat Vrouwengelukhof 95,1061 BS Amsterdam (De Kolenkit),1526,76,3,0,Amsterdam,1526,Apartment
Flat Tweede Jan Steenstraat 25 3,1073 VL Amsterdam (Oude Pijp),2590,65,3,1,Amsterdam,2590,Apartment
Flat Uilenburgerwerf,1011 MZ Amsterdam (Nieuwmarkt/Lastage),3100,95,3,2,Amsterdam,3100,Apartment
Flat Tugelaweg,1091 VX Amsterdam (Transvaalbuurt),2550,81,4,1,Amsterdam,2550,Apartment
Flat Stadionkade 43 H,1077 VR Amsterdam (Apollobuurt),3750,109,5,1,Amsterdam,3750,Apartment
Flat Cornelis Schuytstraat,1071 JJ Amsterdam (Museumkwartier),3850,120,4,1,Amsterdam,3850,Apartment
Flat Elegaststraat,1055 TH Amsterdam (Erasmuspark),2250,65,3,1,Amsterdam,2250,Apartment
Flat Anfieldroad 98,1098 WC Amsterdam (Middenmeer),1650,92,3,1,Amsterdam,1650,Apartment
Flat Ottho Heldringstraat,1066 AZ Amsterdam (Slotervaart-Zuid),2950,104,3,2,Amsterdam,2950,Apartment
Flat Aurikelstraat 5,1032 AP Amsterdam (Volewijck),1950,82,3,2,Amsterdam,1950,Apartment
Flat Rutherfordstraat,1098 TM Amsterdam (Middenmeer),2595,69,2,2,Amsterdam,2595,Apartment
Flat Bestevâerstraat 39 3,1056 HG Amsterdam (Geuzenbuurt),2250,130,5,1,Amsterdam,2250,Apartment
Flat Da Costastraat 7 2,1053 XZ Amsterdam (Da Costabuurt),2650,63,3,1,Amsterdam,2650,Apartment
House Herengracht 395,1016 BC Amsterdam (Grachtengordel-West),8250,144,3,1,Amsterdam,8250,House
Flat Haarlemmerweg 1142 C,1014 BL Amsterdam (Sloterdijk-West),1741,60,3,0,Amsterdam,1741,Apartment
Flat Polanenstraat 3 D,1013 VP Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),1875,37,2,1,Amsterdam,1875,Apartment
Flat Rombout Hogerbeetsstraat,1052 XE Amsterdam (Frederik Hendrikbuurt),2950,106,5,1,Amsterdam,2950,Apartment
Flat Simon Stevinstraat,1097 BZ Amsterdam (Frankendael),2500,53,2,2,Amsterdam,2500,Apartment
Flat Looiersgracht 26 1,1016 VS Amsterdam (Jordaan),2950,100,4,1,Amsterdam,2950,Apartment
Flat Osdorpplein,1068 EN Amsterdam (Osdorp-Oost),1895,95,3,0,Amsterdam,1895,Apartment
Flat Baden Powellweg,1069 LK Amsterdam (Osdorp-Midden),2500,103,3,2,Amsterdam,2500,Apartment
Flat Tweede Jan van der Heijdenstraat 85 3,1074 XS Amsterdam (Oude Pijp),3000,70,3,2,Amsterdam,3000,Apartment
Flat Lia Doranastraat 39,1031 HK Amsterdam (Noordelijke IJ-oevers-West),1460,50,2,1,Amsterdam,1460,Apartment
House Volendammerweg,1024 JM Amsterdam (Waterlandpleinbuurt),3500,146,6,2,Amsterdam,3500,House
Flat Lijnbaansgracht 278 B,1017 RL Amsterdam (De Weteringschans),3250,110,3,1,Amsterdam,3250,Apartment
Flat Vijzelstraat,1017 HK Amsterdam (Grachtengordel-Zuid),3250,83,2,1,Amsterdam,3250,Apartment
Flat Valutaboulevard,1060 RX Amsterdam (De Aker),2450,60,3,1,Amsterdam,2450,Apartment
Flat Wiborgeiland,1014 ZC Amsterdam (Houthavens),2500,62,2,2,Amsterdam,2500,Apartment
Flat Pieter Oosterhuisstraat,1087 HT Amsterdam (IJburg-Zuid),2300,85,2,2,Amsterdam,2300,Apartment
House Lomanstraat,1075 PZ Amsterdam (Willemspark),4950,145,6,2,Amsterdam,4950,House
Flat Albert Cuypstraat 201 2,1073 BE Amsterdam (Oude Pijp),2750,65,3,2,Amsterdam,2750,Apartment
Flat Kribbestraat 54 2,1079 WV Amsterdam (Rijnbuurt),2450,57,3,1,Amsterdam,2450,Apartment
Flat Kloveniersburgwal,1012 CW Amsterdam (Burgwallen-Oude Zijde),3000,57,3,1,Amsterdam,3000,Apartment
Flat Kinkerstraat 324 4,1053 GD Amsterdam (Bellamybuurt),2350,45,2,2,Amsterdam,2350,Apartment
Flat Jan van Schaffelaarplantsoen 17 B,1061 DL Amsterdam (De Kolenkit),2450,59,3,1,Amsterdam,2450,Apartment
Flat Reyer Anslostraat,1054 KV Amsterdam (Overtoomse Sluis),2750,80,3,1,Amsterdam,2750,Apartment
Flat Plantage Kerklaan,1018 CW Amsterdam (Weesperbuurt/Plantage),2900,90,3,2,Amsterdam,2900,Apartment
Flat Strekkerweg,1033 DA Amsterdam (Tuindorp Oostzaan),1950,74,3,1,Amsterdam,1950,Apartment
Flat Vaartstraat 62 B,1075 RR Amsterdam (Schinkelbuurt),2500,56,3,1,Amsterdam,2500,Apartment
Flat Carnapstraat,1062 KX Amsterdam (Westlandgracht),2450,100,3,2,Amsterdam,2450,Apartment
Flat Nieuwe Uilenburgerstraat,1011 LM Amsterdam (Nieuwmarkt/Lastage),2650,71,3,2,Amsterdam,2650,Apartment
Flat Arent Janszoon Ernststraat,1082 LK Amsterdam (Buitenveldert-West),2500,75,4,2,Amsterdam,2500,Apartment
Flat Rustenburgerstraat,1073 GM Amsterdam (Nieuwe Pijp),2750,46,2,2,Amsterdam,2750,Apartment
Flat Cruquiuskade,1018 AM Amsterdam (Oostelijke Eilanden/Kadijken),2700,76,3,2,Amsterdam,2700,Apartment
House Eliza van Calcarstraat,1068 RR Amsterdam (Osdorp-Oost),2750,144,4,1,Amsterdam,2750,House
House Westerdok,1013 AZ Amsterdam (Haarlemmerbuurt),2000,100,3,2,Amsterdam,2000,House
Flat Van Tuyll van Serooskerkenweg,1076 JK Amsterdam (Stadionbuurt),2975,72,3,1,Amsterdam,2975,Apartment
Flat Herengracht,1015 BT Amsterdam (Grachtengordel-West),2500,63,2,1,Amsterdam,2500,Apartment
Flat Geleenstraat,1078 LG Amsterdam (Scheldebuurt),3150,71,4,1,Amsterdam,3150,Apartment
Flat Prinsenstraat 12 A,1015 DC Amsterdam (Grachtengordel-West),2850,86,3,1,Amsterdam,2850,Apartment
Flat Van Boshuizenstraat,1082 AT Amsterdam (Buitenveldert-West),2500,68,2,1,Amsterdam,2500,Apartment
Flat Reinier Claeszenstraat 33 D,1056 WE Amsterdam (Geuzenbuurt),2150,53,2,1,Amsterdam,2150,Apartment
Flat Maria Austriastraat,1087 KJ Amsterdam (IJburg-West),2475,46,3,1,Amsterdam,2475,Apartment
Flat Amstel,1017 AG Amsterdam (Nieuwmarkt/Lastage),3600,110,3,2,Amsterdam,3600,Apartment
Flat Ridderspoorweg,1032 LL Amsterdam (Noordelijke IJ-oevers-West),2750,85,3,2,Amsterdam,2750,Apartment
Flat Populierenweg,1092 EV Amsterdam (Oosterparkbuurt),3250,84,3,2,Amsterdam,3250,Apartment
Flat Plantage Middenlaan 42 B,1018 DH Amsterdam (Weesperbuurt/Plantage),2050,58,2,1,Amsterdam,2050,Apartment
Flat Gustav Mahlerlaan 162,1082 ME Amsterdam (Zuidas),3500,104,3,1,Amsterdam,3500,Apartment
Flat Eerste Weteringdwarsstraat,1017 TM Amsterdam (De Weteringschans),3550,90,4,2,Amsterdam,3550,Apartment
Flat Titus van Rijnstraat,1058 GB Amsterdam (Westlandgracht),3150,85,3,2,Amsterdam,3150,Apartment
House Scheepsbouwweg,1033 DC Amsterdam (Tuindorp Oostzaan),3450,132,6,2,Amsterdam,3450,House
Flat Van Eeghenstraat,1071 GE Amsterdam (Museumkwartier),4800,130,4,1,Amsterdam,4800,Apartment
Flat Curaçaostraat,1058 BL Amsterdam (Westindische Buurt),2350,58,3,1,Amsterdam,2350,Apartment
Flat Keizersgracht,1017 DN Amsterdam (Grachtengordel-Zuid),5500,120,4,2,Amsterdam,5500,Apartment
Flat Looiersgracht 52 E,1016 VT Amsterdam (Jordaan),2900,66,3,1,Amsterdam,2900,Apartment
Flat Nieuwe Achtergracht 105 2,1018 WR Amsterdam (Weesperbuurt/Plantage),2450,55,3,1,Amsterdam,2450,Apartment
Flat Vrolikstraat,1092 TE Amsterdam (Oosterparkbuurt),1700,35,2,2,Amsterdam,1700,Apartment
Flat Nieuwezijds Voorburgwal 159 B,1012 RK Amsterdam (Burgwallen-Nieuwe Zijde),4000,134,4,1,Amsterdam,4000,Apartment
Flat Carnapstraat 58 A,1062 KT Amsterdam (Westlandgracht),2455,92,3,1,Amsterdam,2455,Apartment
Flat Rosy Wertheimstraat,1082 MZ Amsterdam (Zuidas),2950,72,2,2,Amsterdam,2950,Apartment
Flat Carnapstraat 66,1062 KT Amsterdam (Westlandgracht),2255,73,2,1,Amsterdam,2255,Apartment
Flat Newtonstraat,1098 GX Amsterdam (Middenmeer),2850,80,5,1,Amsterdam,2850,Apartment
Flat Singel,1015 AB Amsterdam (Grachtengordel-West),2950,102,2,2,Amsterdam,2950,Apartment
Flat Wilhelminastraat,1054 WD Amsterdam (Overtoomse Sluis),2400,52,2,2,Amsterdam,2400,Apartment
Flat Linnaeusparkweg,1098 EP Amsterdam (Middenmeer),3150,122,4,1,Amsterdam,3150,Apartment
Flat Sumatrastraat,1094 NG Amsterdam (Indische Buurt-West),2625,51,3,1,Amsterdam,2625,Apartment
Flat Surinameplein,1058 GT Amsterdam (Westindische Buurt),2930,75,2,2,Amsterdam,2930,Apartment
Flat Prinsengracht,1016 GX Amsterdam (Grachtengordel-West),2700,85,2,2,Amsterdam,2700,Apartment
Flat Elzenhagensingel 947,1022 LA Amsterdam (Elzenhagen),1875,85,3,1,Amsterdam,1875,Apartment
Flat Sarphatistraat,1018 GS Amsterdam (Weesperbuurt/Plantage),2990,87,3,2,Amsterdam,2990,Apartment
Flat Sarphatipark,1073 EC Amsterdam (Nieuwe Pijp),2750,73,3,1,Amsterdam,2750,Apartment
Flat Statenjachtstraat,1034 ET Amsterdam (Banne Buiksloot),1950,58,3,2,Amsterdam,1950,Apartment
Flat Eerste Helmersstraat,1054 DW Amsterdam (Helmersbuurt),4225,140,4,1,Amsterdam,4225,Apartment
Flat Deurloostraat,1078 JD Amsterdam (Scheldebuurt),2800,81,4,1,Amsterdam,2800,Apartment
Flat Rijnlandlaan 271,1062 MX Amsterdam (Westlandgracht),3325,91,4,1,Amsterdam,3325,Apartment
Flat Bottelarijstraat,1019 VC Amsterdam (Oostelijk Havengebied),4000,132,3,2,Amsterdam,4000,Apartment
Flat Sportstraat,1076 TP Amsterdam (Stadionbuurt),2375,50,2,2,Amsterdam,2375,Apartment
Flat Valeriusstraat,1075 ET Amsterdam (Willemspark),4250,120,4,1,Amsterdam,4250,Apartment
Flat Amstelkade 186,1078 BB Amsterdam (Scheldebuurt),2995,100,3,2,Amsterdam,2995,Apartment
